,sentence,sentiment
10922,no titanic exhibit today,0
10923,i m waiting for a few albums to come out from my fav bands stm included at the top of that list,1
10924,knowing they will make more i am glad they broke away from the original series i can live with alt reality,1
10925,what a cute pic of the girls and so vibrant i didn t get anything cpeven close,0
10926,champ has the runs,0
10927,discover twitter i am new here can anybody learn me everything here,1
10928,off here and heading to bed tired and worn down needing to rest love ya my tweeps,1
10929,me too no money from the label and paying it for yourself is like whoa blake s face is just like an angel like his voice,0
10930,really wanna see away we go kinda just for john krasinski but can you blame me wish i could see emarosa again,0
10931,haha i remember that oops,1
10932,slightly too much vodka last night thnk i may be on juice tonight feeling a bit rubbish,0
10933,hope you get a job soon where you planning on working here or abroad somewhere nice and hot will be cool,1
10934,oooh i m glad to hear this have fun,1
10935,heh i d be able to write a few more if twitter and the rest of the internet wasn t so addictive,1
10936,girl stop hitting the booz and drinka wata,1
10937,i also want to live in the world of hyrule or lotr or any other cool fantasy world it s not fair,0
10938,database problems dont you see the red warning text to the right,1
10939,feeling some butterflies today study study study contracts gonna ace this then on to the write on competition for the journals,1
10940,hope i did okay,0
10941,crying i m standing in this rain trying to get my brothers truck started aaaaaawwwwwww,0
10942,working out then work until dinner afterwards let s get this day started and hope for a good one,1
10943,just got out of recording off to pack for dance comp,1
10944,i still like you mary,1
10945,why you faded without me,0
10946,ginger shots from kauai not yummy,0
10947,the wonders of boredom,0
10948,i m in solitude for my music and letting beats sink in to go right on the other hand remaining spiritual and focusing on the light,1
10949,back home via nan s no broken bones just soft tissue painkillers they gave me starting to work but gave me none to come away with,0
10950,still figuring out ad placement because i left um zero notes for myself about what i did thanks me,1
10951,hey jenni did the k today made sure they all had vaseline on feet haha they think that was my idea ssssshh,1
10952,watching the simpsons,1
10953,ever since the borrowers ive luuuuved you,1
10954,just got back from seeing up loved it definitely buying when it comes out daydreaming about working for pixar,1
10955,going fishing w dmoe,1
10956,hi no nothing is recorded yet no label contacted song ready another in the making no need to hurry,1
10957,haha nope next week you,1
10958,on my way to work hopin today is as good as yesterday,1
10959,never ever been there srry many people seemto look like me success i d call it d,0
10960,cute new userpic,1
10961,i know that heffa layin in the sun den us,0
10962,ready for some patron in hollywood for phathead s bday,1
10963,i wont be out tomorrow im going to mornington,1
10964,is loving being a mummy wish i had more sleep though sighh,1
10965,is going to bed now cause i really dont feel well right now good night everyone,0
10966,goodbye dear friend you ll be missed,0
10967,this movie is sad,0
10968,hey what s up i see that you are the jb fan as well as i,1
10969,i am guessing you are quite posh as fiji is for a six pack,1
10970,i am glad you like your crochet toys she is making a little tortoise just now but she says it s not for killing not fair,0
10971,i can t even fucking brush my hair,0
10972,is a little excited for work lol more so excited for after wards i looove summer,1
10973,maybe i am i apologize to the marine life,0
10974,i m having trouble finding more detail than that,0
10975,real can i see skype tonight,1
10976,i will need your ps first hence the wanting to be your new bff,0
10977,enjoy ur diggin what s the weather like for you in coatbridge,1
10978,absolutley chucking it down here with rain i didn t think i would cry at the end of prison break but i shed a few tears,0
10979,we need a big tour pleeease years since your last concert in germany german lambs miss you so much,0
10980,exams are stupid aren t they i be studying,0
10981,had to leave the kids against my will i already miss them,0
10982,is freaking out about getting braces morrow i feel like im going to automatically change back to being years old,0
10983,i m actually tempted i badly need some sleep and i m not going to get any,0
10984,i am lazy to update my private blog no ideas,0
10985,i d like to know,0
10986,my new phone gets on my nerves,1
10987,harley ftw,1
10988,now i want to watch it i have it on video because i m old school like that happy birthday,1
10989,lol fair enough meds now far away just arrived back in bristol don t like the weather hope it don t rain,0
10990,i miss having tcm,0
10991,well there you go and no prob,1
10992,ugh my zune still doesn t work,0
10993,just printed her boarding pass i won t be feelin the hours after huge pouty lip i m such a drama queen,0
10994,the one i use has unlimited recording and audicity i used at school itwasn t the best,0
10995,ok ok ok going to design now talk to u all later its too hot in kc,0
10996,burnt her finger over an hour ago and it is still burnt to a crisp ive had it a bag of peas for ages and its still burning boooooooooooo,0
10997,ugh worst,0
10998,sad for me to see you all leave the country perhaps one of the best things to come into my life then to return,1
10999,fucked up night lastnight i got fucking crunk enjoyed every moment of it,1
11000,going to bed early sat s are tomorrow,0
11001,our thoughts go out to the family of the little boy who lost his life in the river dee back home yesterday tragic,0
11002,thanks for the ff love it s special to b e remembered and awesome to be a part of your twitterverse,1
11003,trying tok find a j o b having no luck so far,0
11004,aw thats nice glad you had fun whats phase,1
11005,i m loving your words of encouragement on here,1
11006,man i really hope i start feeling better soon sorry work folk i do need to come in today at least for a few hours,0
11007,bummer festival of beers is saturday,0
11008,haha stop flattering me its so easy you just have to download the polaroid generator and thats it,1
11009,ppl i take cash money orders ebt cards must give me pin and gifts of all sorts no checks or credit good night besitos,1
11010,i lost it,0
11011,all my split ends have gone at last mum treated me to a trim when she had hers,1
11012,please don t tell the other freaks where you are going but i m ok,1
11013,how to get rid of your followers step announce that you re unfollowing people who give you the shits everyone assumes you mean them,1
11014,tea sux in this house btw need an upgrade v poor quality,0
11015,i got lots of bonds for my bar mitzvah why no kennedy bonds,0
11016,jamie is the only woman i need muah,1
11017,sweet hey follow me on twitter too if you d like,1
11018,hmmm i think i know who said that sunchat,1
11019,bored sun is shining outside,1
11020,stuck in trafic on my way home rm ipswitch,1
11021,hiii steve,1
11022,rite at noon i m impressed lol i got up at,0
11023,beautiful saturday weather too bad i ll be spending it doing some homework all well have a great day,1
11024,hahaha love it,1
11025,haha i get that you must have a kind face,1
11026,i am too fat to be wearing things like that,0
11027,i did a lot of working out today i m happy,1
11028,marcom martin from sixtyseven has a worldwide printing network as well great minds think alike,1
11029,lunch with my niece tessa,1
11030,mine shows that its still offline i cant even try loging in,0
11031,headaches stink spent two hours in bed trying to get rid of it did get rid of the nausea mostly but headache wants to stay with me,0
11032,surprisingly relaxed considering i have a mountain of work to do,0
11033,o ano i can t get it though cos i ve no money atm,0
11034,boooooooooooooooooooo poor flash computer hug to get you better,0
11035,i can t be bothered with chemistry physics biology m m m s,0
11036,ran out of sun in the garden stupid east facing grassy bit doth ts beckon why yes yes it does fb,0
11037,i already sent it to her,1
11038,carl williams best ambassador for reachout goooo team,1
11039,fuck my money is running out amp i have no jobs,0
11040,o wish i would have had the money to go tonight,0
11041,and yes that s moi n my beloved baby boy thibault sadly no longer with us,0
11042,too wet for any practical apiarist training today did some theory re queens drones and workers and enjoyed home made honey biscuits,1
11043,my latest ezine has finally landed on the virtual doorstep enjoy,1
11044,my dream guy would be a mix of jerryd bayless kuno becker and jesse metcalf yummy,1
11045,karaoke has been good to me,1
11046,ohh why do i always fall for such political stunts its the hope that someday someone will try to do something better,0
11047,quick holiday trip to sichuan winding down taking a breath hiking and of course eating,1
11048,and yay for surviving work i knew you could get through it,1
11049,yeah i have tmobile and i am sooo pissed at them i called them and my warrenty was up yesterday,0
11050,should you be off doing a poor job of quot activing parenting quot and not bad mouthing me,1
11051,deb s on her way to heathrow,0
11052,hey you should come to the plaza right now i ll buy you some chipotle,1
11053,reno i ll always remember you for what you were but its just not the same with this different cast i m going to need some time,0
11054,just saw that is tweeting finallyyyyy made my day,1
11055,congrats to jed and maurissa what a dream team,1
11056,just saw angels and demons and i must say i was impressed very nice,1
11057,looks like a full house,0
11058,sneezing my fucking ass off again grrrrrrrrrrrr bloody pollen,0
11059,movie i didn t go to the movies,1
11060,off to oxford tomorrow and then snobs yayayay,1
11061,i m only on i would be farther but i don t have my laptop it s being taken care of so i have use the family comp lol,0
11062,i miss bff i wish she was here so we could hang i also wish my bf s from school could be here to,0
11063,looking through old band tapes it s making me a little sad,1
11064,i hope andre doesn t go bad tonight on masterchef,1
11065,survived my first day at work and also has a flat for next year we are official tennants of trinity court blackness avenue dundee,1
11066,full it got automatically deleted also i saw a title quot ch ch changes quot amp thought that was it it s not tho,0
11067,i just grew a pimple on my fourhead,0
11068,so glad you re feeling better and back doing what you do best your album is gonna be amazing i can t wait i love you xx,1
11069,about to rain outside total blackout lights just switched off in office and it s absolutely quiet i love it,1
11070,ermm how many can you house can i book a room for night too lol,1
11071,i tried that and unfortunately it still does not show the pics,0
11072,and i am not happy about it uhh,0
11073,livin after midnight the perfect song for right now end transmision,1
11074,finally got the geek glasses from hot topic last pair,1
11075,getting ready for my sister in law to be s hens night,1
11076,yeah a few peeps it should be a good day to catchup with everyone,1
11077,come critique if u get a chance,1
11078,this is owolabi from facebook i just used negroman since blackman was already taken i am doing well it look good outside,1
11079,last day for seniors bye bff,0
11080,aku din i love black it shows elegace acc my fashionista sis and safe color for me,1
11081,just finished fanboys hilarious and is about to be forced into when a stranger calls when she really wants to watch rotk fangirl,0
11082,think there is just a big black dark cloud over my place,0
11083,so screwed up getting the morning suits for my bros wedding now alex and i will end up in spiderman costumes i kid j will get sorted,0
11084,damn bragster hq out of beer,0
11085,been ready since am thought i was supposed to take eric to school but he had a ride taking advantage and getting some work done,0
11086,u don t kno me but i followed ur advice on twitter help and now my pics uploaded so thanks,1
11087,i just wanted dippin dots,0
11088,it s time,1
11089,is sad his internet is down and his free trial of rollercoaster tycoon is over,0
11090,not tonight i need sleeps,0
11091,oh my gosh most horrible freaking nightmare ever dunno if i can go back to sleep after that one,0
11092,had a rough weekend and is super tired and doesnt wanna go to work today,0
11093,i start my step up internship on may th see you then,1
11094,love this mathematics brain teaser game,1
11095,aww baad timess tbh haha oh goshh mega boring im just startin collegework grr ha,0
11096,i looked everywhere too but sadly i don t think they are doing the concert series like last year tough times i guess,0
11097,ahhhh my shirt got delivered today but i won t get home till friday,0
11098,i know silly apple why not switch to att you get way better service but you havt to pay a few extra pennies,0
11099,whoop congratulations england top test match series win,1
11100,th day of novena sorry but finally going to church tonight with the parents just made adobo for dinner yum,1
11101,sydney amp taylor hate me,0
11102,last day of spring break means homework,0
11103,watching dawson s creek s flashback,1
11104,finals week uhh oh i think jay needs to post more pictures of my beautiful nephew i miss him sooo much and my big sister tt,0
11105,omg quot the reader quot is making me,0
11106,have no faith in me how ruuuuude at least you support me i m not nicki s friend,0
11107,going to bed to end this day,0
11108,morning people time to get outta bed for me x,1
11109,happy fathers day dad i love you working at the golf course til becca comes tomorrow,0
11110,omfg sexy ass boy just walked by mhmmm,1
11111,ate potato knish for dinner feel nauseous now,0
11112,lol yeah aus trivium fan right here,1
11113,it s not me it s you,1
11114,oh god why did you wake up so early the morning is cruel,0
11115,i know and its sad peyton and lucas,0
11116,would have been hanging with my girls in wpb tonight hope to see them again soon,0
11117,oh real when will it be shown would love to check that out congrats on getting that gig,1
11118,i have friends going so jealous,0
11119,i have to go mow,0
11120,back home for good miss stn lt,0
11121,uhhhhhhhhhhhhhhhhurghhhhhhhhhhhhhhbish,0
11122,rainy day for a bbq,0
11123,was better tonight but i miss the final episode next week and the last two episodes of bntm i m hating holidays now,0
11124,is not impressed with the rain i wanted to go market shopping bleh,0
11125,all electives tomorrow whoo you have one left to find out if he is,1
11126,oh and did i meantion that i bought a crackberry just after midnight yeah should be here tomorrow afternoon,1
11127,is having a day from hell in work oh well not long left now,0
11128,bahah last night was fuuun i m tired though so i m taking a nap then i get to go to work at,0
11129,when will you see your girls i think it s time for lunch again soon,1
11130,graduation day waiting on the family,1
11131,yeah and that s cool and lol what you have in mind for later and i am working tonight on dc,1
11132,good news your blog post almost had me breaking out the cigars though,1
11133,i don t know what to do i must kill someone but i don t know where he is help plz,0
11134,the edge are giving away signed jb cds on monday night,1
11135,well i m just not feeling it i agree she has an amazing voice but i didn t feel any chills or anything at all,0
11136,i m a product development ux business model kind of a girl,1
11137,connection is slowing now in ygn,0
11138,i didn t get thru,0
11139,wow sweet retirement,1
11140,i don t remember the invite would love to go but i need to play school bus today for viv,0
11141,thinking about my son i miss him so much,0
11142,you fail you cant even spell her name,1
11143,cool well done,1
11144,gained another follower after losing,1
11145,is playingggg restaurant city,1
11146,i have woken up feeling entirely shitty never ever have extra hot chilli sauce on ur kebab from pizzaman in h mere,0
11147,neighbour might be giving you a good view lol,1
11148,good morning monsterworld edumedia is about to start will be really kewl be prepared for a powerpoint karaoke tonight,1
11149,it s very hard to find inspiration for your music when you write about love and the girl you love isn t allowed to date you,0
11150,hhaha yea n my uncle lol,1
11151,excellent i should just about have my phone back by then in for a non touchy touch screen,0
11152,waiting for westlife on late late show,1
11153,it s such a beautiful day and i m going to paint one more stroke on the terrace soon have a great day tweeps,1
11154,gonna be a great day gotta go spend some time with the lord the wife home depot and then the yard,1
11155,returning from a victorious hunting trip to gary s you yank it jason has his gas cap i couldn t find the mirror i was looking for,0
11156,thanks for the referral will check his stuff out,1
11157,haha okay byeeee have a nice day x,1
11158,nope not televised goodluck to my celpown bill uncle toni wants rafa to go home,0
11159,not a good cp day burntees com is down now,0
11160,thanks man core is coming soon so get your rhythm thumbs ready,1
11161,long weekend to do list bones season amp sims and skins season i have no life,0
11162,lol sounds like my life when trigger is travelling,0
11163,taking my bff takia newyork her bday sunday shhhh she s never been there thought every has been nyc guess not,0
11164,downloaded the latest version of itunes now i can get my album artwork back via music store,1
11165,thanks it is his allergies to our new pup hoping to get claritin or something to relieve him,0
11166,just got word that the cancer claimed my uncle overnight just over two months after it claimed my aunt,0
11167,hello are you the real kim sang bum,1
11168,th season that sounds amazing cyrus u rock,1
11169,sorry bout the cat,0
11170,hahahaha am i in on this or do i just think i am,1
11171,i miss my friends man all i have time to do is work on projects then read then work on more projects,0
11172,my dad has put all of my hand wash lay flat to dry undergarments in the dryer all kinds of ahhh,0
11173,sorry but i think until they get to you you can t eat them anymore,0
11174,lol i think ok gonna get a orange bike too bad i can t find one,0
11175,dude i feel like i m there in spirit i can t believe you three are all on twitter right now,1
11176,my renst just got a new car,1
11177,lol luv the pancake porn picky xx,1
11178,oh i had already asked for tomorrow off so i just finished way early today i have to be here till at least pm,0
11179,ohh great i t tomorow,0
11180,doesn t feel good three days left until summer lt,0
11181,mine is worse on one side too,0
11182,yay buffy has so many earworms,1
11183,thinks why this happen to us,0
11184,done work off to eat cheap seaweed salad drink cheap red wine and write the cheapest kind of fiction you can imagine,1
11185,watch out for the rusty chain my week old chain wasn t happy when i didn t clean it,0
11186,not the washing machine oh horrors no young man deserves to be subjected to that,0
11187,my car is totaled officially if i lived in the east end i wouldn t even need another car what can i get for,0
11188,and friendly i got to hang out with them a couple of hours best day everrr and i met sophiafresh that day too,1
11189,guess i should go get ready for a very looooooong day of work ugh,0
11190,who pompano well this friend looks alot betta then him lol n its not like u n pompano,1
11191,you would like central europe since everyone there has an eating disorder it means more nutella covered crepes for us,1
11192,les mes was amazing shopping in oxford street for hours was also fab i now have a horrid cold which is a bit crap really x,0
11193,ok email me cause thats the best i can do atm email my hotmail k im fast at replying seeing as no one else emails me,0
11194,just finished persuasion by jane austen i think this is her best novel relaxing with casey,1
11195,midnight snack since ya know homework and work took over my life tonight and i didn t get to eat,1
11196,im sorry kimo i hope u dont have the swine flu get better so who is pumped for honor society,0
11197,i need a joooob any suggestions,0
11198,marketing calls god i hate them they should be stoped,1
11199,need coffee and such for my nervous system haha i miss you,0
11200,i know one day we will have to meet soon how did the show go for you otherwise,0
11201,haha sounds like a fun activity lol meh i would do the same lol,1
11202,pulling out the hot milo,1
11203,thinking about the s makes me sad right now,0
11204,fixed my multiyply comment,1
11205,i think i m dead really dead gah x,0
11206,i wish i was ambidextrous so i could draw pink hearts on my right hand,0
11207,she did,1
11208,sorry i cant come,0
11209,ugh todays going to be so bad,0
11210,i am home from school and cate aint on msn i am soo bored,0
11211,will probably be flying up to cairnes on the th or th of october squee can t wait now,1
11212,in thailand it s very hot we re gonna play tennis amp probably go swimming i m a dog nicole s a mouse horse monkey amp harold s a cat,1
11213,your horny kitty keeps following me too lol and no i havent found anything yet,0
11214,i ve got a bit cold also i do write this message using curl forget about real clients,1
11215,cuteeee,1
11216,typical i ve got flu when i should be boozing it up on edinburgh,0
11217,good fun playing god great improvement over the original which i last played about yrs ago,1
11218,continuation i love ur new album i love all of ur songs especially you can soo sweet and touching lol xd,1
11219,i guess time will heal,0
11220,ok nvm about tanning being a success major sunburn owww,0
11221,is going to watch the notebook on youtube wherelese cud i watch a movie these days hv no companion to go to a theatre,0
11222,wonders when big name dj s will start to develop th dance music scene in asturias spain as there isn t one,0
11223,come on arsenal mins to go you can score,1
11224,i feel unaccomplished due to the lack of tweeting today,0
11225,is just hanging out with connor today before he gets his needles,0
11226,oh my bug that is a tear jerker can t wait to see you guys in aust y,0
11227,i know i was bored too but i bought cake yummy,1
11228,is so glad she s not celebrating mother s day lol but happy mother s day to the mommys out there,1
11229,www freerice com learning and providing aid go me,1
11230,bummed that i might not be able to make it to glug tonight was looking forward to illustrator crafty people meet up,0
11231,i love banana bread,1
11232,i m going to go back to being selfish that seems to work better for me p s can t sleep,0
11233,my mum would have left me with pink hair so long as it wasn t on her head she couldn t have cared less,1
11234,i really need to fly to houston he doesn t want to pay huge debate here we come,0
11235,it was surprisingly really really good especially with strawberry syrup,1
11236,shit morning,0
11237,lmao jonas was sooo funny that made my day even better thn it alreddi was not includinf one thing i jus found out,0
11238,wow for a movie called up it was certainly a downer lol don t worry it ends happy,1
11239,sleepless in sarasota again downside to still being in medical limbo,0
11240,i m not a dad,0
11241,aaargh the last weeks of scholl will be stressing im not doen with homework yet,0
11242,missed italian today i have such a bad headache i m going to be so behind now argh,0
11243,just going to left the office hungry,0
11244,yeahh i m tryin but it s annoying when they be talkin shit loud enough for u to hear so messed up,0
11245,had shots today my right arm is soo sore,0
11246,goodnight sweetness,1
11247,hahahaha my leggings and my hofstra shirt i miss it there,0
11248,congratulations on new grandson enjoy,1
11249,hey lois it s jenna,1
11250,yayyyy ive reached followers on my blog ty dt amp other people who helped promote it,1
11251,great day for some photo taking walking around doing stuff,1
11252,i feel so sad i don t know what to do i spent all night dreaming about the girl i love but it isn t going to work out this time,0
11253,definitely evil,1
11254,pah my parents i aspre to be far greater than they ever were,1
11255,i don t hate pants but i would prefer not to wear them hehe i try not to hate anything,1
11256,i am so bored and really tired,1
11257,just having fun on the computer with my close friends oella and amrie hehe,1
11258,hmm my experiment phailed,0
11259,let me know how the translation goes,1
11260,going to say goodbye to grandpa ima miss him so much,0
11261,cool ka lang meyms,1
11262,still at school again wanna go home xx,0
11263,song of choice since you ve been gone day thats how im feeling right now,0
11264,panicking over my sign language on wednesday,0
11265,nah not tonight i need to be able to function tomorrow for school work,0
11266,aw apple s holding my g s hostage,0
11267,man why do niggas like mark follow me i dont like none of you fake niggas man try me blocked my balls ur mouth,1
11268,cubs dodgers nice,1
11269,i _had_ a great idea for a surprise for someone but now i have second thoughts because i m not sure he ll like it,0
11270,what a bummer that tomorrow is friday again,0
11271,oh cool i ll have to look for it,1
11272,it all looks the same in your stomach so as long as it s tasty,1
11273,thanks vanj for catching me,1
11274,too tiredd ugh no lucid dreams for me,0
11275,just had my morning coffee in the garden not a cloud in the sky easily the best way to start the day,1
11276,doesn t know why but is feeling very down and a trip to the gym didn t help,0
11277,new atl makes me so happy its just sad but i dont care,1
11278,is watching snl,1
11279,oops its gone now,1
11280,thats not fair come to mi party to make up for it lol,0
11281,so i totally missed the nugs game last night i heard it was awesome so i tried to watch sc but i fell asleep boo,0
11282,junior is not coming boo anyway im taking some pictures right now,0
11283,it s bad enough people make fake celebrity accounts but faking celeb family members is borderline terrifying,0
11284,i had a dream that i busted you dead in your mouth and woke up smiling today s gonna be a good day,1
11285,the time is not my friend today,0
11286,hmmmm a story is always a good place to start,1
11287,i am lonely can you write back via zenjar,0
11288,just went through channels to find nbc special about but no luck fuck canada amp not being able to get american tv,0
11289,my sisser is moving tomorrow and of makes me sad actually i guess technically in a couple of hours since it s already friday,0
11290,i think ikea has discontinued the ivar bookshelves can anybody confirm this their website isn t showing their product pages,0
11291,almost sophomores christy lt trey,1
11292,good night cavs lost great night with madi i love you lt,0
11293,at annie s panda resturant in vallejo being with the fambam is funn,1
11294,how exciting i say bravo and congrats,1
11295,there s nothing that i couldn t say becouse i ve said it all before i think it s time to me walk this lonely road all on my own but,0
11296,i ve bought my ticket to sziget festival to see placebo yay,1
11297,i won t be going this year no money at home since teachers are off during the summer,0
11298,its snowing,1
11299,glue is also pretty well integrated with your facebook and twitters,1
11300,i can see it in ur eyes taste it in our first kiss stranger in this lonely town save me from my emptiness i miss reagan,0
11301,sob sob and nobody told me hurt,0
11302,anybody saw bheege hoth tere video,1
11303,it is stormin like crazy in ok conan was good have a great day,1
11304,hard to fall asleep when you miss the ppl you love lt c them soon,0
11305,sunnny sunshine,1
11306,and i ve even seen that one before bless his heart,0
11307,i miss new york cant wait to move to new jerseyyyy,0
11308,i just joined my first ever battle over at botb vote for me okay guys,1
11309,thanks reply companies brands etc integration with pages would be ideal will post a comment on your blog more room,1
11310,i praise the lord every day no need for church for me,1
11311,not playing ball games in the park tonight booooooo,0
11312,i think your math is a little off on the times i do see one at utc amp utc which works out to amp only hrs behind utc,1
11313,my luck i d probably get stopped by a cop or something stupid,0
11314,about email u never said can u give a shoutout my daughter shes a big fan,0
11315,home after a hectic day of wood floors rock band rummy rapid recall and cookie dough blizzards i need to shower and watch snl,1
11316,highly upset that i missed buck in other news i also have a headache boo,0
11317,yeh i can tell cant wait to go internationally,1
11318,lovely new pieces casual amp elegant,1
11319,on the phone with someone who claims theyre the coolest person ever after me of course,1
11320,mum bought me new lip balm,1
11321,i see you ve got this twitta thing figured out i miss you i was also telling someone about sweet mandy b s the other day,0
11322,bummin that my local starbucks has no more doubleshots cans,0
11323,i knowww,1
11324,i go for something to eat i m so hungry,0
11325,i had a really long scary nightmare,0
11326,last night s bleach episode ruled orihime is a sweet girl poor momo is going crazy over everything that happened with aizen,0
11327,yep i wanted to go to both too but i think we ll see each other at warped you re going to ventura right,0
11328,oh i see i feel like that carnival im well though im at school studying thanks for asking hows summer so far,1
11329,fuck ur tweet fuck ur mundane boston hat and fuck kobe,0
11330,i just reposted your bulletin,1
11331,ok so you didn t get the breakthrough award there s another one right,1
11332,i bet you re a pro driver i forgot to reply to your text,0
11333,still sick work was busy and about to find dinner before heading to volleyball games,0
11334,is impressed that the first half of the final she wrote is actually good now to finish it and turn it in and then work on my paper,0
11335,not sure if it s only me but everytime i tried r it slowed down my vs,0
11336,that s the d time i ve gotten that advice so i take it there must be some truth to it,1
11337,yes lots of trouble with ssl and since yesterday some phones even don t accept twitter s ssl cert anymore,0
11338,thanks i m proud of them i m about to smoke some of that giggly twig amp create some more stuff thanks for the follow,1
11339,ha ha i hope so like u i was sort of fraid of kids amp love em to death now,1
11340,and today begins,0
11341,this phone isnt letting me twit pic cant wait to get my blackberry,0
11342,going to the dentist now going to get yelled at by the receptionist for not wearing my retainer i m scuuuured,0
11343,sunburn still huts haden needs to be here,0
11344,i just signed my lease let the moving fun begin,1
11345,no everyone looks like a clothed paul rudd but i appreciate the link to disrobed rudd,1
11346,katyperry i listing you sings hahaa are fantastic,1
11347,went to round lake to visit ashley sooo much fun im glad even after all these years we can still get together like nothin has changed,1
11348,watching will play rayman raving rabbits this game is nuts soooo excited for tomorrow andrew is a brave one,1
11349,toronto it is lookin forward to vibin w locals thanks ma am awwyeeah therealestehro replied,1
11350,my favorite manager ever is transferring,0
11351,i guess the yogurt was so cheap last night at the walnut hills kroger because it expires today good thing i bought of them,0
11352,somebody needs to make a show called quot powerpoint csi quot this week i am quot fixing quot powerpoint slides slide had over custom animations,0
11353,im sitting in my form eating lunch reading twilight on my own like a loser,0
11354,yeah we ve just all got so caught up in it all bgt,1
11355,my last trip to scotland was a november trip talk about wet and cold thank god for peat fires and whisky try and keep dry,1
11356,sweatiness while rocking out also a good reason,1
11357,has to download iphone sdk again because it got interrupted and won t mount,0
11358,if i had one wish just one it would be for things to go back to the way they used to be back when he still loved me,0
11359,normally i stand legs well apart to keep back straight just not possible at this sink i ever buy a place custom height sink,0
11360,hey it could happen lionhead may have started working on it as soon as fable ii rapped up up,1
11361,i m going to seattle friday at pm perhaps if lunch is early enough i can swing it but more likely no,0
11362,a little heartbroken tonight,0
11363,yes so we can all watch it and frown upon it,1
11364,uploading them in small groups ugh i ll be doing it all over again soon,0
11365,i think your out of luck get an iphone already,1
11366,morning tweeps woke up and getting ready for one of my fav thing in the world hotel s breakfast really miss bfc and my crazy partner,0
11367,off to play a bit of cricket hope the sun keeps his hat on,1
11368,walkin round in the sun casually strolling into town love days off,1
11369,is moving on time to forget him forever in my life,1
11370,that was mine i m sure,0
11371,accidentally earned a commission for a lead while researching my case study added banner to test,1
11372,wtf happened to twitter amp spymaster last night i was just about to hit level when it shit the bed,0
11373,cant wait when is the single oput lt x,1
11374,okay i need help w my addiction w buying music on itunes,0
11375,ok debian lenny dvd is now my baby to go,0
11376,twittering from my new phone,1
11377,up way too early out doing errands for my mom didnt even get to open my computer,0
11378,so today s june b days cake festival was a little low on cake it seems i only had one piece,0
11379,that s gotta suck at least u get to watch the game nite,0
11380,heard about the deans list you go girl like kam would say,1
11381,i m awake too late good night tweeps,1
11382,fun i m waiting for conan o brian to come on because i haven t seen his show yet haha,1
11383,heart actually breaking can t bear it no new kids why,0
11384,worked hard at kung fu tonight lots of sparring theory which i need for my grading relaxing now with a glass of red,1
11385,you def need to see me honestly,0
11386,i had to cancel my final solo show at tafe there are builders next door bashing things and my head is imploding,0
11387,mms wont be here till later in the summer because at amp t is slacking,0
11388,its a nice day out hope ur all having a good day,1
11389,reads tweets awch i love him anyways going to glasgow today should be fun lt,1
11390,to this day i don t get why packages get delivered to residences midday people work during the day i want my new computer now,0
11391,ohmyyygoodness the school year is almost over,0
11392,finally downloaded the friday night boy s off the deep end album it s awesome can t wait to see them tomorrow,1
11393,worst font i feel your pain,0
11394,i m up for it it s a date,1
11395,the end frets over all the strings so yeah apparently you cant play it without one annoying cos i love that song xx,0
11396,stay in the front of my pc with a coffee im enjoy it,1
11397,wants to blog but doesn t have the drive to,0
11398, one more test to go,0
11399,fuck it i hate being poor look at the vid i put on my facebookprofile and comment what you think there i love it alfie,1
11400,last night was no bueno so sick today,0
11401,you were bored noh hahaha i miss you,0
11402,die hard in my pants ahaha good old ghost hunting with mcfly whenever i hear that or free willy i always think of it lol xx,1
11403,we are a lil under hrs away from oth s season finale how many already bought their box of tissue i am sooo broken hearted,0
11404,oh yes we have to hope for a small tan,1
11405,just spent h at the doctor missed wonderful morning fog with sun peeking through would have been great light,0
11406,lying on the couch resting mi foot its swollen afta i injured it yesterday,0
11407,me too girl thesis thesis,0
11408,also new chewy chocolate cookies no pics,0
11409,grrrr now i remember y it s best to go out early in belfast kellys it is not,0
11410,bryony is here stressed atmosphere shame silly boys,0
11411,morning all have a pleasant day and a great week ahead,1
11412,really sad about jon and kate,0
11413,brilliant well done xx,1
11414,thought you were over boost haha work is gay,0
11415,hi taytay good luck with your exams and i luv your dress get some sleep so you can blitz your exams,1
11416,i miss having a boo too everybody be boo d up sept for me single is not the way to go,0
11417,is pissed with her other phone i can t receive messages her messages,0
11418,an updated blog before i start chemo tomorrow wish me luck tweeple,1
11419,stupid weather got in the way all i did was freeze my off at ben s soccer game,0
11420,finally out of my lecture weren t that bad back to this assignment,0
11421,kingdom hearts for the wii september th omg,1
11422,i need something to do it looks like it s going to rain again today,0
11423,is bringin goofy back no more wienerschnitzel for me,1
11424,just got home from the rbh sore sickened but alive,0
11425,i agree whole heartedly will be training in about an hour in doors like you,0
11426,a little sad because maybe a friend is angry with me and i dont know why dont understand,0
11427,i did not think i would be this sad fuck,0
11428,never never ever forever never land joe,1
11429,i have the flu i feel like death,0
11430,finishing packing cause i m moving to georgia,0
11431,just saw some of the photos he had his shirt off again didn t he,0
11432,on the train on my way home and its raining,0
11433,at work kittens with dave going to shelter when it opens just found out there are already kittens there,0
11434,sitting at work feeling a little under the weather hope i didn t catch the swine fliggedy,0
11435,bored of waiting but excited about the future,1
11436,had yummy telur roti missycheerio amp evo yummy in my tummy i is now drinking detox tea wow that rhymes hehe,1
